ancestry,age_group,sex,district,year,value
Persons of danish origin,60+ years,Men,Indre By,2017,4106.0
Persons of danish origin,60+ years,Men,Indre By,2018,4186.0
Persons of danish origin,60+ years,Men,Indre By,2019,4240.0
Persons of danish origin,60+ years,Men,Indre By,2020,4268.0
Persons of danish origin,60+ years,Men,Indre By,2021,4364.0
Persons of danish origin,60+ years,Men,Indre By,2022,4407.0
Persons of danish origin,60+ years,Men,Indre By,2023,4458.0
Persons of danish origin,60+ years,Men,Indre By,2024,4561.0
Persons of danish origin,60+ years,Men,Indre By,2025,4689.0
Persons of danish origin,60+ years,Men,Nørrebro,1986,5136.0
Persons of danish origin,60+ years,Men,Nørrebro,1987,4945.0
Persons of danish origin,60+ years,Men,Nørrebro,1988,4742.0
Persons of danish origin,60+ years,Men,Nørrebro,1989,4528.0
Persons of danish origin,60+ years,Men,Nørrebro,1990,4328.0
Persons of danish origin,60+ years,Men,Nørrebro,1991,4116.0
Persons of danish origin,60+ years,Men,Nørrebro,1992,3909.0
Persons of danish origin,60+ years,Men,Nørrebro,1993,3691.0
Persons of danish origin,60+ years,Men,Nørrebro,1994,3579.0
Persons of danish origin,60+ years,Men,Nørrebro,1995,3346.0
Persons of danish origin,60+ years,Men,Nørrebro,1996,3224.0
Persons of danish origin,60+ years,Men,Nørrebro,1997,3104.0
Persons of danish origin,60+ years,Men,Nørrebro,1998,2963.0
Persons of danish origin,60+ years,Men,Nørrebro,1999,2846.0
Persons of danish origin,60+ years,Men,Nørrebro,2000,2771.0
Persons of danish origin,60+ years,Men,Nørrebro,2001,2675.0
Persons of danish origin,60+ years,Men,Nørrebro,2002,2620.0
Persons of danish origin,60+ years,Men,Nørrebro,2003,2625.0
Persons of danish origin,60+ years,Men,Nørrebro,2004,2630.0
Persons of danish origin,60+ years,Men,Nørrebro,2005,2615.0
Persons of danish origin,60+ years,Men,Nørrebro,2006,2602.0
Persons of danish origin,60+ years,Men,Nørrebro,2007,2671.0
Persons of danish origin,60+ years,Men,Nørrebro,2008,2655.0
Persons of danish origin,60+ years,Men,Nørrebro,2009,2628.0
Persons of danish origin,60+ years,Men,Nørrebro,2010,2624.0
Persons of danish origin,60+ years,Men,Nørrebro,2011,2621.0
Persons of danish origin,60+ years,Men,Nørrebro,2012,2578.0
Persons of danish origin,60+ years,Men,Nørrebro,2013,2593.0
Persons of danish origin,60+ years,Men,Nørrebro,2014,2585.0
Persons of danish origin,60+ years,Men,Nørrebro,2015,2595.0
Persons of danish origin,60+ years,Men,Nørrebro,2016,2647.0
Persons of danish origin,60+ years,Men,Nørrebro,2017,2668.0
Persons of danish origin,60+ years,Men,Nørrebro,2018,2697.0
Persons of danish origin,60+ years,Men,Nørrebro,2019,2719.0
Persons of danish origin,60+ years,Men,Nørrebro,2020,2738.0
Persons of danish origin,60+ years,Men,Nørrebro,2021,2740.0
Persons of danish origin,60+ years,Men,Nørrebro,2022,2766.0
Persons of danish origin,60+ years,Men,Nørrebro,2023,2815.0
Persons of danish origin,60+ years,Men,Nørrebro,2024,2875.0
Persons of danish origin,60+ years,Men,Nørrebro,2025,2942.0
Persons of danish origin,60+ years,Men,Valby,1986,4950.0
Persons of danish origin,60+ years,Men,Valby,1987,4887.0
Persons of danish origin,60+ years,Men,Valby,1988,4723.0
Persons of danish origin,60+ years,Men,Valby,1989,4610.0
Persons of danish origin,60+ years,Men,Valby,1990,4455.0
Persons of danish origin,60+ years,Men,Valby,1991,4343.0
Persons of danish origin,60+ years,Men,Valby,1992,4246.0
Persons of danish origin,60+ years,Men,Valby,1993,4072.0
Persons of danish origin,60+ years,Men,Valby,1994,3820.0
Persons of danish origin,60+ years,Men,Valby,1995,3652.0
Persons of danish origin,60+ years,Men,Valby,1996,3541.0
Persons of danish origin,60+ years,Men,Valby,1997,3418.0
Persons of danish origin,60+ years,Men,Valby,1998,3292.0
Persons of danish origin,60+ years,Men,Valby,1999,3194.0
Persons of danish origin,60+ years,Men,Valby,2000,3128.0
Persons of danish origin,60+ years,Men,Valby,2001,3056.0
Persons of danish origin,60+ years,Men,Valby,2002,2973.0
Persons of danish origin,60+ years,Men,Valby,2003,2951.0
Persons of danish origin,60+ years,Men,Valby,2004,2891.0
Persons of danish origin,60+ years,Men,Valby,2005,2906.0
Persons of danish origin,60+ years,Men,Valby,2006,2914.0
Persons of danish origin,60+ years,Men,Valby,2007,2899.0
Persons of danish origin,60+ years,Men,Valby,2008,2929.0
Persons of danish origin,60+ years,Men,Valby,2009,2873.0
Persons of danish origin,60+ years,Men,Valby,2010,2875.0
Persons of danish origin,60+ years,Men,Valby,2011,2834.0
Persons of danish origin,60+ years,Men,Valby,2012,2886.0
Persons of danish origin,60+ years,Men,Valby,2013,2878.0
Persons of danish origin,60+ years,Men,Valby,2014,2894.0
Persons of danish origin,60+ years,Men,Valby,2015,2854.0
Persons of danish origin,60+ years,Men,Valby,2016,2880.0
Persons of danish origin,60+ years,Men,Valby,2017,2955.0
Persons of danish origin,60+ years,Men,Valby,2018,2983.0
Persons of danish origin,60+ years,Men,Valby,2019,3019.0
Persons of danish origin,60+ years,Men,Valby,2020,3058.0
Persons of danish origin,60+ years,Men,Valby,2021,3122.0
Persons of danish origin,60+ years,Men,Valby,2022,3128.0
Persons of danish origin,60+ years,Men,Valby,2023,3150.0
Persons of danish origin,60+ years,Men,Valby,2024,3234.0
Persons of danish origin,60+ years,Men,Valby,2025,3324.0
Persons of danish origin,60+ years,Men,Vanløse,1986,4128.0
Persons of danish origin,60+ years,Men,Vanløse,1987,3981.0
Persons of danish origin,60+ years,Men,Vanløse,1988,3863.0
Persons of danish origin,60+ years,Men,Vanløse,1989,3728.0
Persons of danish origin,60+ years,Men,Vanløse,1990,3606.0
Persons of danish origin,60+ years,Men,Vanløse,1991,3492.0
Persons of danish origin,60+ years,Men,Vanløse,1992,3330.0
Persons of danish origin,60+ years,Men,Vanløse,1993,3202.0
Persons of danish origin,60+ years,Men,Vanløse,1994,3090.0
Persons of danish origin,60+ years,Men,Vanløse,1995,2941.0
Persons of danish origin,60+ years,Men,Vanløse,1996,2796.0
Persons of danish origin,60+ years,Men,Vanløse,1997,2704.0
Persons of danish origin,60+ years,Men,Vanløse,1998,2578.0
Persons of danish origin,60+ years,Men,Vanløse,1999,2524.0
Persons of danish origin,60+ years,Men,Vanløse,2000,2467.0
Persons of danish origin,60+ years,Men,Vanløse,2001,2440.0
Persons of danish origin,60+ years,Men,Vanløse,2002,2368.0
Persons of danish origin,60+ years,Men,Vanløse,2003,2360.0
Persons of danish origin,60+ years,Men,Vanløse,2004,2338.0
Persons of danish origin,60+ years,Men,Vanløse,2005,2323.0
Persons of danish origin,60+ years,Men,Vanløse,2006,2340.0
Persons of danish origin,60+ years,Men,Vanløse,2007,2376.0
Persons of danish origin,60+ years,Men,Vanløse,2008,2457.0
Persons of danish origin,60+ years,Men,Vanløse,2009,2497.0
Persons of danish origin,60+ years,Men,Vanløse,2010,2500.0
Persons of danish origin,60+ years,Men,Vanløse,2011,2532.0
Persons of danish origin,60+ years,Men,Vanløse,2012,2625.0
Persons of danish origin,60+ years,Men,Vanløse,2013,2608.0
Persons of danish origin,60+ years,Men,Vanløse,2014,2654.0
Persons of danish origin,60+ years,Men,Vanløse,2015,2707.0
Persons of danish origin,60+ years,Men,Vanløse,2016,2749.0
Persons of danish origin,60+ years,Men,Vanløse,2017,2800.0
Persons of danish origin,60+ years,Men,Vanløse,2018,2840.0
Persons of danish origin,60+ years,Men,Vanløse,2019,2842.0
Persons of danish origin,60+ years,Men,Vanløse,2020,2846.0
Persons of danish origin,60+ years,Men,Vanløse,2021,2864.0
Persons of danish origin,60+ years,Men,Vanløse,2022,2892.0
Persons of danish origin,60+ years,Men,Vanløse,2023,2903.0
Persons of danish origin,60+ years,Men,Vanløse,2024,2990.0
Persons of danish origin,60+ years,Men,Vanløse,2025,3046.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1986,4578.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1987,4407.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1988,4233.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1989,4012.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1990,3741.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1991,3537.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1992,3310.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1993,3134.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1994,3007.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1995,2895.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1996,2738.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1997,2565.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1998,2433.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,1999,2333.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2000,2283.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2001,2257.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2002,2224.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2003,2157.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2004,2138.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2005,2134.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2006,2150.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2007,2150.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2008,2205.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2009,2252.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2010,2274.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2011,2285.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2012,2300.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2013,2337.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2014,2352.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2015,2386.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2016,2424.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2017,2490.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2018,2607.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2019,2706.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2020,2793.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2021,2883.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2022,3010.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2023,3161.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2024,3293.0
Persons of danish origin,60+ years,Men,Vesterbro/Kongens Enghave,2025,3438.0
Persons of danish origin,60+ years,Men,Østerbro,1986,5683.0
Persons of danish origin,60+ years,Men,Østerbro,1987,5505.0
Persons of danish origin,60+ years,Men,Østerbro,1988,5356.0
Persons of danish origin,60+ years,Men,Østerbro,1989,5198.0
Persons of danish origin,60+ years,Men,Østerbro,1990,5015.0
Persons of danish origin,60+ years,Men,Østerbro,1991,4840.0
Persons of danish origin,60+ years,Men,Østerbro,1992,4695.0
Persons of danish origin,60+ years,Men,Østerbro,1993,4546.0
Persons of danish origin,60+ years,Men,Østerbro,1994,4394.0
Persons of danish origin,60+ years,Men,Østerbro,1995,4249.0
Persons of danish origin,60+ years,Men,Østerbro,1996,4093.0
Persons of danish origin,60+ years,Men,Østerbro,1997,3919.0
Persons of danish origin,60+ years,Men,Østerbro,1998,3787.0
Persons of danish origin,60+ years,Men,Østerbro,1999,3744.0
Persons of danish origin,60+ years,Men,Østerbro,2000,3649.0
Persons of danish origin,60+ years,Men,Østerbro,2001,3637.0
Persons of danish origin,60+ years,Men,Østerbro,2002,3561.0
Persons of danish origin,60+ years,Men,Østerbro,2003,3600.0
Persons of danish origin,60+ years,Men,Østerbro,2004,3635.0
Persons of danish origin,60+ years,Men,Østerbro,2005,3716.0
Persons of danish origin,60+ years,Men,Østerbro,2006,3802.0
Persons of danish origin,60+ years,Men,Østerbro,2007,3936.0
Persons of danish origin,60+ years,Men,Østerbro,2008,4044.0
Persons of danish origin,60+ years,Men,Østerbro,2009,4067.0
Persons of danish origin,60+ years,Men,Østerbro,2010,4062.0
Persons of danish origin,60+ years,Men,Østerbro,2011,4103.0
Persons of danish origin,60+ years,Men,Østerbro,2012,4167.0
Persons of danish origin,60+ years,Men,Østerbro,2013,4244.0
Persons of danish origin,60+ years,Men,Østerbro,2014,4352.0
Persons of danish origin,60+ years,Men,Østerbro,2015,4419.0
Persons of danish origin,60+ years,Men,Østerbro,2016,4508.0
Persons of danish origin,60+ years,Men,Østerbro,2017,4630.0
Persons of danish origin,60+ years,Men,Østerbro,2018,4700.0
Persons of danish origin,60+ years,Men,Østerbro,2019,4749.0
Persons of danish origin,60+ years,Men,Østerbro,2020,4853.0
Persons of danish origin,60+ years,Men,Østerbro,2021,4968.0
Persons of danish origin,60+ years,Men,Østerbro,2022,5094.0
Persons of danish origin,60+ years,Men,Østerbro,2023,5249.0
Persons of danish origin,60+ years,Men,Østerbro,2024,5379.0
Persons of danish origin,60+ years,Men,Østerbro,2025,5549.0
Persons of danish origin,60+ years,Women,Amager Vest,1986,6547.0
Persons of danish origin,60+ years,Women,Amager Vest,1987,6445.0
Persons of danish origin,60+ years,Women,Amager Vest,1988,6374.0
Persons of danish origin,60+ years,Women,Amager Vest,1989,6246.0
Persons of danish origin,60+ years,Women,Amager Vest,1990,6116.0
Persons of danish origin,60+ years,Women,Amager Vest,1991,5987.0
Persons of danish origin,60+ years,Women,Amager Vest,1992,5830.0
Persons of danish origin,60+ years,Women,Amager Vest,1993,5704.0
Persons of danish origin,60+ years,Women,Amager Vest,1994,5474.0
Persons of danish origin,60+ years,Women,Amager Vest,1995,5285.0
Persons of danish origin,60+ years,Women,Amager Vest,1996,5166.0
Persons of danish origin,60+ years,Women,Amager Vest,1997,4980.0
Persons of danish origin,60+ years,Women,Amager Vest,1998,4839.0
Persons of danish origin,60+ years,Women,Amager Vest,1999,4677.0
Persons of danish origin,60+ years,Women,Amager Vest,2000,4493.0
Persons of danish origin,60+ years,Women,Amager Vest,2001,4343.0
Persons of danish origin,60+ years,Women,Amager Vest,2002,4174.0
Persons of danish origin,60+ years,Women,Amager Vest,2003,4108.0
Persons of danish origin,60+ years,Women,Amager Vest,2004,4077.0
Persons of danish origin,60+ years,Women,Amager Vest,2005,4031.0
Persons of danish origin,60+ years,Women,Amager Vest,2006,4026.0
Persons of danish origin,60+ years,Women,Amager Vest,2007,4062.0
Persons of danish origin,60+ years,Women,Amager Vest,2008,4079.0
Persons of danish origin,60+ years,Women,Amager Vest,2009,4064.0
Persons of danish origin,60+ years,Women,Amager Vest,2010,4072.0
Persons of danish origin,60+ years,Women,Amager Vest,2011,4157.0
Persons of danish origin,60+ years,Women,Amager Vest,2012,4174.0
Persons of danish origin,60+ years,Women,Amager Vest,2013,4238.0
Persons of danish origin,60+ years,Women,Amager Vest,2014,4344.0
Persons of danish origin,60+ years,Women,Amager Vest,2015,4384.0
Persons of danish origin,60+ years,Women,Amager Vest,2016,4444.0
Persons of danish origin,60+ years,Women,Amager Vest,2017,4521.0
Persons of danish origin,60+ years,Women,Amager Vest,2018,4559.0
Persons of danish origin,60+ years,Women,Amager Vest,2019,4659.0
Persons of danish origin,60+ years,Women,Amager Vest,2020,4772.0
Persons of danish origin,60+ years,Women,Amager Vest,2021,4820.0
Persons of danish origin,60+ years,Women,Amager Vest,2022,4949.0
Persons of danish origin,60+ years,Women,Amager Vest,2023,4996.0
Persons of danish origin,60+ years,Women,Amager Vest,2024,5113.0
Persons of danish origin,60+ years,Women,Amager Vest,2025,5213.0
Persons of danish origin,60+ years,Women,Amager Øst,1986,8267.0
Persons of danish origin,60+ years,Women,Amager Øst,1987,8042.0
Persons of danish origin,60+ years,Women,Amager Øst,1988,7827.0
Persons of danish origin,60+ years,Women,Amager Øst,1989,7566.0
Persons of danish origin,60+ years,Women,Amager Øst,1990,7288.0
Persons of danish origin,60+ years,Women,Amager Øst,1991,7011.0
Persons of danish origin,60+ years,Women,Amager Øst,1992,6735.0
Persons of danish origin,60+ years,Women,Amager Øst,1993,6378.0
Persons of danish origin,60+ years,Women,Amager Øst,1994,6163.0
Persons of danish origin,60+ years,Women,Amager Øst,1995,5877.0
Persons of danish origin,60+ years,Women,Amager Øst,1996,5573.0
Persons of danish origin,60+ years,Women,Amager Øst,1997,5336.0
Persons of danish origin,60+ years,Women,Amager Øst,1998,5117.0
Persons of danish origin,60+ years,Women,Amager Øst,1999,4944.0
Persons of danish origin,60+ years,Women,Amager Øst,2000,4770.0
Persons of danish origin,60+ years,Women,Amager Øst,2001,4613.0
Persons of danish origin,60+ years,Women,Amager Øst,2002,4470.0
Persons of danish origin,60+ years,Women,Amager Øst,2003,4283.0
Persons of danish origin,60+ years,Women,Amager Øst,2004,4193.0
Persons of danish origin,60+ years,Women,Amager Øst,2005,4107.0
Persons of danish origin,60+ years,Women,Amager Øst,2006,4064.0
Persons of danish origin,60+ years,Women,Amager Øst,2007,3995.0
Persons of danish origin,60+ years,Women,Amager Øst,2008,3981.0
Persons of danish origin,60+ years,Women,Amager Øst,2009,3913.0
Persons of danish origin,60+ years,Women,Amager Øst,2010,3844.0
Persons of danish origin,60+ years,Women,Amager Øst,2011,3757.0
Persons of danish origin,60+ years,Women,Amager Øst,2012,3727.0
