education,unemployment_degree,district,year,value
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2022,292.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Brønshøj-Husum,2023,243.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2008,275.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2009,248.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2010,269.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2011,337.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2012,351.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2013,341.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2014,363.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2015,479.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2016,403.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2017,377.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2018,310.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2019,371.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2020,324.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2021,301.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2022,336.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Indre By,2023,367.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2008,560.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2009,575.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2010,659.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2011,758.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2012,814.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2013,843.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2014,952.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2015,1118.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2016,1001.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2017,1051.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2018,921.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2019,867.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2020,830.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2021,763.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2022,884.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Nørrebro,2023,788.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2008,225.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2009,226.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2010,280.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2011,271.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2012,286.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2013,377.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2014,392.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2015,473.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2016,435.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2017,470.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2018,460.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2019,495.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2020,497.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2021,490.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2022,586.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Valby,2023,515.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2008,162.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2009,157.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2010,217.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2011,218.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2012,248.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2013,269.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2014,301.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2015,371.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2016,325.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2017,321.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2018,272.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2019,328.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2020,277.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2021,302.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2022,279.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vanløse,2023,267.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2008,447.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2009,423.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2010,519.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2011,547.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2012,547.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2013,570.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2014,621.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2015,771.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2016,713.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2017,677.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2018,610.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2019,657.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2020,663.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2021,634.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2022,686.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Vesterbro/Kongens Enghave,2023,700.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2008,426.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2009,455.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2010,477.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2011,514.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2012,530.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2013,551.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2014,620.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2015,710.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2016,675.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2017,641.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2018,550.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2019,551.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2020,563.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2021,519.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2022,564.0
Vocational bachelors educations and bachelors programs,"[0-0,2]",Østerbro,2023,514.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2008,111.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2009,142.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2010,159.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2011,189.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2012,202.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2013,219.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2014,233.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2015,259.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2016,261.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2017,264.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2018,280.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2019,274.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2020,357.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2021,391.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2022,338.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Vest,2023,345.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2008,95.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2009,159.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2010,164.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2011,195.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2012,182.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2013,230.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2014,228.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2015,223.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2016,268.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2017,219.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2018,301.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2019,255.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2020,266.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2021,299.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2022,282.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Amager Øst,2023,297.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2008,112.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2009,143.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2010,174.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2011,183.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2012,237.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2013,246.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2014,249.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2015,280.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2016,328.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2017,305.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2018,300.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2019,337.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2020,338.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2021,294.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2022,335.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Bispebjerg,2023,343.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Brønshøj-Husum,2008,72.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Brønshøj-Husum,2009,66.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Brønshøj-Husum,2010,77.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Brønshøj-Husum,2011,101.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Brønshøj-Husum,2012,111.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Brønshøj-Husum,2013,102.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Brønshøj-Husum,2014,121.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Brønshøj-Husum,2015,116.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Brønshøj-Husum,2016,127.0
Vocational bachelors educations and bachelors programs,"]0,2-0,4]",Brønshøj-Husum,2017,134.0
