income_type,sex,unit,district,year,value
Disposable income,Men,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2017,6494519.0
Disposable income,Men,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2018,6999350.0
Disposable income,Men,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2019,7520087.0
Disposable income,Men,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2020,8234693.0
Disposable income,Men,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2021,9282950.0
Disposable income,Men,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2022,9616906.0
Disposable income,Men,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2023,10310315.0
Disposable income,Men,"Amount of income (DKK 1,000)",Vesterbro/Kongens Enghave,2024,11370875.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,1987,2163744.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,1988,2261147.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,1989,2343086.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,1990,2399262.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,1991,2462626.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,1992,2520799.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,1993,2607357.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,1994,2776380.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,1995,2910691.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,1996,3108517.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,1997,3260959.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,1998,3511721.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,1999,3719516.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2000,3942819.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2001,4075720.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2002,4279241.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2003,4386228.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2004,4649186.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2005,4832207.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2006,4998907.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2007,5103502.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2008,5151336.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2009,5341665.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2010,6023845.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2011,6242844.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2012,6538499.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2013,6897410.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2014,7174891.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2015,7506045.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2016,7995969.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2017,8400103.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2018,8729961.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2019,9201707.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2020,9803463.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2021,10678204.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2022,10165032.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2023,11148419.0
Disposable income,Men,"Amount of income (DKK 1,000)",Østerbro,2024,12425420.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,1987,82636.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,1988,85915.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,1989,89310.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,1990,90998.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,1991,92807.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,1992,94757.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,1993,96084.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,1994,100074.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,1995,105423.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,1996,109562.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,1997,113385.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,1998,119256.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,1999,123910.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2000,128499.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2001,133406.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2002,138795.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2003,143087.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2004,151328.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2005,161731.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2006,170633.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2007,175375.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2008,180965.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2009,186959.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2010,202724.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2011,208936.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2012,214965.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2013,223636.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2014,228548.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2015,240127.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2016,244515.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2017,249045.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2018,256020.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2019,262192.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2020,272412.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2021,290794.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2022,293125.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2023,313661.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Vest,2024,331995.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,1987,83528.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,1988,87358.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,1989,90330.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,1990,92815.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,1991,94247.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,1992,97115.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,1993,99254.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,1994,104400.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,1995,108629.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,1996,112302.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,1997,115071.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,1998,121019.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,1999,126837.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2000,132697.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2001,137237.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2002,143175.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2003,146879.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2004,155415.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2005,163291.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2006,168898.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2007,173913.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2008,177300.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2009,181573.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2010,192909.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2011,196382.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2012,198065.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2013,203838.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2014,210001.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2015,217239.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2016,225019.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2017,234018.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2018,239000.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2019,248775.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2020,261045.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2021,275362.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2022,280846.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2023,300576.0
Disposable income,Men,Average income for people with the type of income (DKK),Amager Øst,2024,321056.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,1987,79563.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,1988,82805.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,1989,86594.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,1990,88931.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,1991,90847.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,1992,93325.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,1993,95142.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,1994,99515.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,1995,103163.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,1996,106320.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,1997,108887.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,1998,114911.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,1999,119224.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2000,123993.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2001,128911.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2002,133673.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2003,137059.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2004,142743.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2005,147169.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2006,153459.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2007,157591.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2008,161055.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2009,163603.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2010,168893.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2011,169974.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2012,172426.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2013,174485.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2014,176917.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2015,180797.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2016,183953.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2017,187817.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2018,195707.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2019,201875.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2020,213267.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2021,225542.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2022,231784.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2023,248511.0
Disposable income,Men,Average income for people with the type of income (DKK),Bispebjerg,2024,262187.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1987,89915.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1988,92673.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1989,95991.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1990,98624.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1991,100339.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1992,103078.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1993,106267.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1994,112186.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1995,116443.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1996,121136.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1997,124319.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1998,130384.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,1999,135201.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2000,141103.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2001,145449.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2002,151589.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2003,157187.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2004,164694.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2005,171640.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2006,177121.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2007,179705.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2008,182232.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2009,185931.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2010,199818.0
Disposable income,Men,Average income for people with the type of income (DKK),Brønshøj-Husum,2011,204486.0
